,link,category,location,id,date,countdates,counts
319,https://www.tesla.com/de_DE/careers/search/job/fehleranalyst-fr-musterbau-und-neuprodukteinfhrung-batterie-antriebseinheit-m-w-d-gigafactory-berlin-brandenburg-74309,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74309.0,2020-10-29,,
256,https://www.tesla.com/de_DE/careers/search/job/factory-software-engineering-manager-m-w-d-gigafactory-berlin-brandenburg-73940,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",73940.0,2020-10-29,,
193,https://www.tesla.com/de_DE/careers/search/job/inventory-and-cost-manager-m-w-d-gigafactory-berlin-74455,Finance,"Grünheide (Gigafactory Berlin), Brandenburg",74455.0,2020-10-29,,
200,https://www.tesla.com/de_DE/careers/search/job/fixed-asset-analyst-m-w-d-gigafactory-berlin-74612,Finance,"Grünheide (Gigafactory Berlin), Brandenburg",74612.0,2020-10-29,,
137,https://www.tesla.com/de_DE/careers/search/job/wireless-network-engineer-m-w-d-gigafactory-berlin-brandenburg-74712,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",74712.0,2020-10-29,,
198,https://www.tesla.com/de_DE/careers/search/job/global-supply-manager-cell-m-w-d-gigafactory-berlin-brandenburg-68203,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",68203.0,2020-10-26,,
153,https://www.tesla.com/de_DE/careers/search/job/senior-controls-engineer-senior-softwareentwickler-automatisierungstechnik-cell-controls-engineeringm-w-d-gigafactory-berlin-74838,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74838.0,2020-10-23,,
158,https://www.tesla.com/de_DE/careers/search/job/controls-engineer-softwareentwickler-automatisierungstechnik-cell-controls-engineering-m-w-d-gigafactory-berlin-74850,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74850.0,2020-10-23,,
143,https://www.tesla.com/de_DE/careers/search/job/senior-electrical-engineer-m-w-d-gigafactory-berlin-74588,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74588.0,2020-10-20,,
185,https://www.tesla.com/de_DE/careers/search/job/technical-program-manager-buildings-m-w-d-gigafactory-berlin-56345,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",56345.0,2020-10-20,,
272,https://www.tesla.com/de_DE/careers/search/job/technical-program-manager-general-assembly-m-w-d-gigafactory-berlin-74139,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74139.0,2020-10-19,,
138,https://www.tesla.com/de_DE/careers/search/job/sr-controls-automation-engineer-plc-programmer-biw-gigafactory-berlin-m-w-d-74317,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74317.0,2020-10-19,,
151,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-antriebseinheit-m-w-d-gigafactory-berlin-brandenburg-73149,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73149.0,2020-10-19,,
187,https://www.tesla.com/de_DE/careers/search/job/process-engineer-prozessingenieur-laserschweien-m-w-d-gigafactory-berlin-brandenburg-74460,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74460.0,2020-10-19,,
266,https://www.tesla.com/de_DE/careers/search/job/instandhalter-antriebseinheit-m-w-d-gigafactory-berlin-brandenburg-73157,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73157.0,2020-10-19,,
316,https://www.tesla.com/de_DE/careers/search/job/meister-musterbau-und-neuprodukteinfhrung-batterie-antriebseinheit-m-w-d-gigafactory-berlin-brandenburg-74306,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74306.0,2020-10-19,,
154,https://www.tesla.com/de_DE/careers/search/job/craftsmanship-dimensional-engineer-m-w-d-gigafactory-berlin-brandenburg-74011,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74011.0,2020-10-19,,
322,https://www.tesla.com/de_DE/careers/search/job/produkt-techniker-musterbau-und-neuprodukteinfhrung-batterie-antriebseinheit-m-w-d-gigafactory-berlin-brandenburg-74308,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74308.0,2020-10-19,,
258,https://www.tesla.com/de_DE/careers/search/job/powder-equipment-development-engineer-cell-engineering-m-w-d-gigafactory-berlin-brandenburg-74145,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74145.0,2020-10-15,,
237,https://www.tesla.com/de_DE/careers/search/job/roll-to-roll-equipment-development-engineer-cell-engineering-m-w-d-gigafactory-berlin-brandenburg-74146,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74146.0,2020-10-15,,
171,https://www.tesla.com/de_DE/careers/search/job/fertigungsingenieur-equipment-engineer-m-w-d-gigafactory-berlin-74014,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",74014.0,2020-10-14,,
252,https://www.tesla.com/de_DE/careers/search/job/control-techniker-lackiererei-gigafactory-berlin-brandenburg-m-w-d-73514,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73514.0,2020-10-12,,
241,https://www.tesla.com/de_DE/careers/search/job/senior-people-development-partner-m-w-d-gigafactory-berlin-73395,HR,"Grünheide (Gigafactory Berlin), Brandenburg",73395.0,2020-10-12,,
148,https://www.tesla.com/de_DE/careers/search/job/demand-planner-emea-73326,Operations & Business Support,"Grünheide (Gigafactory Berlin), Brandenburg",73326.0,2020-10-12,,
238,https://www.tesla.com/de_DE/careers/search/job/outbound-logistics-manager-m-w-d-gigafactory-berlin-brandenburg-73320,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73320.0,2020-10-12,,
168,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-batterie-m-w-d-gigafactory-berlin-brandenburg-73148,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73148.0,2020-10-12,,
304,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-instandhaltung-batterie-und-antriebseinheit-m-w-d-gigafactory-berlin-brandenburg-73153,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73153.0,2020-10-12,,
270,https://www.tesla.com/de_DE/careers/search/job/teamleiter-operations-lackiererei-m-w-d-gigafactory-berlin-brandenburg-73584,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73584.0,2020-10-12,,
320,https://www.tesla.com/de_DE/careers/search/job/teamleiter-instandhaltung-equipment-lackiererei-m-w-d-gigafactory-berlin-brandenburg-73511,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73511.0,2020-10-12,,
179,https://www.tesla.com/de_DE/careers/search/job/process-engineer-cell-manufacturing-m-w-d-gigafactory-berlin-brandenburg-66531,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66531.0,2020-10-09,,
244,https://www.tesla.com/de_DE/careers/search/job/process-development-engineer-cells-m-w-d-gigafactory-berlin-brandenburg-66529,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66529.0,2020-10-09,,
248,https://www.tesla.com/de_DE/careers/search/job/senior-recruiter-automotive-m-w-d-gigafactory-berlin-brandenburg-73177,HR,"Grünheide (Gigafactory Berlin), Brandenburg",73177.0,2020-10-07,,
325,https://www.tesla.com/de_DE/careers/search/job/werkzeugmechaniker-gieerei-m-w-d-gigafactory-berlin-brandenburg-71596,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",71596.0,2020-10-06,,
156,https://www.tesla.com/de_DE/careers/search/job/instandhaltung-werkzeug-und-formenbauer-presswerk-m-w-d-gigafactory-berlin-brandenburg-72077,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",72077.0,2020-10-06,,
184,https://www.tesla.com/de_DE/careers/search/job/supplier-industrialization-engineer-general-m-w-d-gigafactory-berlin-brandenburg-67990,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",67990.0,2020-10-05,,
236,https://www.tesla.com/de_DE/careers/search/job/manager-operations-drive-unit-assembly-m-w-d-gigafactory-berlin-64877,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64877.0,2020-10-02,,
235,https://www.tesla.com/de_DE/careers/search/job/production-engineering-manager-m-w-d-e-drives-gigafactory-berlin-64876,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64876.0,2020-10-02,,
259,https://www.tesla.com/de_DE/careers/search/job/manufacturing-engineer-plastics-spritzguss-m-w-d-gigafactory-berlin-73038,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",73038.0,2020-10-02,,
150,https://www.tesla.com/de_DE/careers/search/job/facilities-project-manager-m-w-d-gigafactory-berlin-brandenburg-72694,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",72694.0,2020-09-28,,
166,https://www.tesla.com/de_DE/careers/search/job/packaging-engineer-m-w-d-gigafactory-berlin-72537,Design,"Grünheide (Gigafactory Berlin), Brandenburg",72537.0,2020-09-28,,
152,https://www.tesla.com/de_DE/careers/search/job/senior-traffic-engineer-bauingenieur-verkehrsplanung-und-infrastruktur-m-w-d-gigafactory-berlin-brandenburg-72681,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",72681.0,2020-09-28,,
170,https://www.tesla.com/de_DE/careers/search/job/packaging-design-engineer-m-w-d-gigafactory-berlin-brandenburg-72540,Design,"Grünheide (Gigafactory Berlin), Brandenburg",72540.0,2020-09-28,,
269,https://www.tesla.com/de_DE/careers/search/job/senior-packaging-design-engineerm-w-d-gigafactory-berlin-brandenburg-72538,Design,"Grünheide (Gigafactory Berlin), Brandenburg",72538.0,2020-09-28,,
186,https://www.tesla.com/de_DE/careers/search/job/stamping-equipment-engineer-cell-engineering-m-w-d-gigafactory-berlin-brandenburg-67675,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",67675.0,2020-09-28,,
263,https://www.tesla.com/de_DE/careers/search/job/leiter-mess-steuer-und-regeltechnik-facilities-automation-m-w-d-gigafactory-berlin-brandenburg-72688,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",72688.0,2020-09-28,,
291,https://www.tesla.com/de_DE/careers/search/job/color-and-trim-materials-specialist-emea-72276,Design,"Grünheide (Gigafactory Berlin), Brandenburg",72276.0,2020-09-24,,
243,https://www.tesla.com/de_DE/careers/search/job/site-manager-surveying-m-w-d-gigafactory-berlin-72224,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",72224.0,2020-09-24,,
300,https://www.tesla.com/de_DE/careers/search/job/gieereimechaniker-m-w-d-gigafactory-berlin-brandenburg-71594,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",71594.0,2020-09-22,,
175,https://www.tesla.com/de_DE/careers/search/job/techniker-instandhaltung-presswerk-m-w-d-gigafactory-berlin-brandenburg-71499,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",71499.0,2020-09-22,,
178,https://www.tesla.com/de_DE/careers/search/job/techniker-instandhaltung-druckguss-m-w-d-gigafactory-berlin-brandenburg-71595,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",71595.0,2020-09-22,,
196,https://www.tesla.com/de_DE/careers/search/job/prozess-techniker-montage-m-w-d-gigafactory-berlin-brandenburg-70912,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",70912.0,2020-09-18,,
204,https://www.tesla.com/de_DE/careers/search/job/technical-program-manager-new-product-introduction-m-w-d-gigafactory-berlin-62184,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62184.0,2020-09-15,,
177,https://www.tesla.com/de_DE/careers/search/job/technical-sourcer-talent-researcher-m-w-d-gigafactory-berlin-brandenburg-71315,HR,"Grünheide (Gigafactory Berlin), Brandenburg",71315.0,2020-09-14,,
324,https://www.tesla.com/de_DE/careers/search/job/manufacturing-engineer-drive-unit-assembly-m-w-d-gigafactory-berlin-brandenburg-70746,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",70746.0,2020-09-09,,
294,https://www.tesla.com/de_DE/careers/search/job/seats-manufacturing-engineer-m-w-d-gigafactory-berlin-brandenburg-70776,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",70776.0,2020-09-07,,
285,https://www.tesla.com/de_DE/careers/search/job/mitarbeiter-materialversorgung-und-abfertigung-m-w-d-lagerist-lagermitarbeiter-material-handler-gigafactory-berlin-70760,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",70760.0,2020-09-07,,
310,https://www.tesla.com/de_DE/careers/search/job/inbetriebnahme-tga-mechanical-supervisor-testing-and-commissioning-m-w-d-gigafactory-berlin-70365,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",70365.0,2020-09-02,,
145,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-instandhaltung-druckguss-m-w-d-gigafactory-berlin-brandenburg-69701,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69701.0,2020-09-01,,
253,https://www.tesla.com/de_DE/careers/search/job/manufacturing-engineer-stamping-dies-gigafactory-berlin-m-w-d-69790,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69790.0,2020-09-01,,
306,https://www.tesla.com/de_DE/careers/search/job/supplier-operations-support-analyst-m-w-d-gigafactory-berlin-69623,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",69623.0,2020-09-01,,
283,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-druckguss-produktion-m-w-d-gigafactory-berlin-brandenburg-69703,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69703.0,2020-09-01,,
239,https://www.tesla.com/de_DE/careers/search/job/stamping-equipment-engineer-gigafactory-berlin-m-w-d-69788,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69788.0,2020-09-01,,
281,https://www.tesla.com/de_DE/careers/search/job/lead-production-controller-m-w-d-gigafactory-berlin-69787,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69787.0,2020-08-28,,
278,https://www.tesla.com/de_DE/careers/search/job/system-analyst-production-m-w-d-gigafactory-berlin-69789,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69789.0,2020-08-28,,
249,https://www.tesla.com/de_DE/careers/search/job/manager-vehicle-operations-planning-and-systems-leitung-der-produktionssteuerung-m-w-d-gigafactory-berlin-brandenburg-69786,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69786.0,2020-08-28,,
295,https://www.tesla.com/de_DE/careers/search/job/techniker-qualitt-lackiererei-m-w-d-gigafactory-berlin-brandenburg-69689,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69689.0,2020-08-28,,
255,https://www.tesla.com/de_DE/careers/search/job/fertigungsingenieur-equipment-engineer-schraubtechnik-m-w-d-gigafactory-berlin-brandenburg-69785,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69785.0,2020-08-28,,
274,https://www.tesla.com/de_DE/careers/search/job/program-manager-capacity-planning-m-w-d-gigafactory-berlin-69702,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69702.0,2020-08-27,,
275,https://www.tesla.com/de_DE/careers/search/job/industrial-engineer-m-w-d-gigafactory-berlin-69704,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69704.0,2020-08-27,,
299,https://www.tesla.com/de_DE/careers/search/job/manager-stamping-operations-gigafactory-berlin-m-w-d-68403,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",68403.0,2020-08-27,,
162,https://www.tesla.com/de_DE/careers/search/job/manufacturing-facility-engineer-paint-layout-building-utilities-gigafactory-berlin-m-w-d-68375,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",68375.0,2020-08-27,,
309,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-instandhaltung-werkzeug-und-formenbau-presswerk-m-w-d-gigafactory-berlin-brandenburg-66804,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66804.0,2020-08-26,,
284,https://www.tesla.com/de_DE/careers/search/job/prozess-techniker-lackiererei-m-w-d-gigafactory-berlin-brandenburg-69593,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69593.0,2020-08-26,,
165,https://www.tesla.com/de_DE/careers/search/job/techniker-instandhaltung-lackiererei-m-w-d-gigafactory-berlin-brandenburg-69595,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69595.0,2020-08-26,,
312,https://www.tesla.com/de_DE/careers/search/job/leitung-batteriemodule-fertigung-m-w-d-manager-battery-pack-operations-gigafactory-berlin-68931,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",68931.0,2020-08-25,,
262,https://www.tesla.com/de_DE/careers/search/job/process-manufacturing-engineer-general-assembly-neutypplanung-endmontage-m-w-d-gigafactory-berlin-brandenburg-69272,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69272.0,2020-08-25,,
321,https://www.tesla.com/de_DE/careers/search/job/associate-manager-production-operations-biw-teamleiter-produktion-karosseriebau-m-w-d-gigafactory-berlin-69026,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69026.0,2020-08-25,,
202,https://www.tesla.com/de_DE/careers/search/job/equipment-manufacturing-engineer-general-assembly-neutypplanung-endmontage-m-w-d-gigafactory-berlin-brandenburg-69271,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69271.0,2020-08-25,,
174,https://www.tesla.com/de_DE/careers/search/job/paint-automation-equipment-engineer-maschinenbauingenieur-gigafactory-berlin-m-w-d-69294,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",69294.0,2020-08-24,,
297,https://www.tesla.com/de_DE/careers/search/job/staff-packaging-engineer-m-w-d-gigafactory-berlin-69039,Design,"Grünheide (Gigafactory Berlin), Brandenburg",69039.0,2020-08-20,,
146,https://www.tesla.com/de_DE/careers/search/job/manager-intralogistik-material-handling-m-w-d-gigafactory-berlin-brandenburg-68566,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",68566.0,2020-08-20,,
277,https://www.tesla.com/de_DE/careers/search/job/maintenance-manager-stamping-equipment-leitung-instandhaltung-presswerk-gigafactory-berlin-m-w-d-66802,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66802.0,2020-08-14,,
157,https://www.tesla.com/de_DE/careers/search/job/automatisierungstechniker-fahrzeugendmontage-m-w-d-gigafactory-berlin-68174,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",68174.0,2020-08-11,,
169,https://www.tesla.com/de_DE/careers/search/job/senior-analyst-global-trade-and-new-markets-emea-m-w-d-gigafactory-berlin-brandenburg-67993,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",67993.0,2020-08-09,,
303,https://www.tesla.com/de_DE/careers/search/job/manager-of-maintenance-battery-leitung-der-instandhaltung-in-der-batteriemontage-m-w-d-gigafactory-berlin-65290,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",65290.0,2020-08-05,,
232,https://www.tesla.com/de_DE/careers/search/job/process-engineer-prozessingenieur-battery-module-pack-m-w-d-gigafactory-berlin-brandenburg-64618,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64618.0,2020-08-05,,
260,https://www.tesla.com/de_DE/careers/search/job/cell-abuse-test-engineer-m-w-d-gigafactory-berlin-brandenburg-67556,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",67556.0,2020-08-04,,
194,https://www.tesla.com/de_DE/careers/search/job/firmware-engineering-technician-m-w-d-gigafactory-berlin-brandenburg-66539,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",66539.0,2020-07-24,,
268,https://www.tesla.com/de_DE/careers/search/job/equipment-development-engineer-cell-manufacturing-m-w-d-gigafactory-berlin-brandenburg-66530,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66530.0,2020-07-22,,
144,https://www.tesla.com/de_DE/careers/search/job/battery-material-engineer-m-w-d-gigafactory-berlin-brandenburg-66541,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66541.0,2020-07-22,,
273,https://www.tesla.com/de_DE/careers/search/job/lab-manager-cell-testing-m-w-d-gigafactory-berlin-brandenburg-66543,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66543.0,2020-07-22,,
247,https://www.tesla.com/de_DE/careers/search/job/supervisor-paint-automation-sealer-m-w-d-gigafactory-berlin-brandenburg-66040,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66040.0,2020-07-20,,
240,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-lackiererei-automation-roboter-m-w-d-gigafactory-berlin-brandenburg-66039,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66039.0,2020-07-20,,
326,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-karosseriebau-m-w-d-gigafactory-berlin-brandenburg-66043,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66043.0,2020-07-19,,
161,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-instandhaltung-karosseriebau-m-w-d-gigafactory-berlin-brandenburg-66044,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66044.0,2020-07-19,,
141,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-instandhaltung-lackiererei-m-w-d-gigafactory-berlin-brandenburg-66038,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66038.0,2020-07-19,,
271,https://www.tesla.com/de_DE/careers/search/job/fasteners-engineer-ingenieur-fr-verbindungselemente-gigafactory-berlin-m-w-d-66045,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66045.0,2020-07-16,,
280,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-presswerk-m-w-d-gigafactory-berlin-brandenburg-66041,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66041.0,2020-07-15,,
267,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-instandhaltung-presswerk-m-w-d-gigafactory-berlin-brandenburg-66042,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",66042.0,2020-07-15,,
231,https://www.tesla.com/de_DE/careers/search/job/senior-manager-software-engineering-m-w-d-gigafactory-berlin-64614,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",64614.0,2020-06-19,,
213,https://www.tesla.com/de_DE/careers/search/job/process-engineer-biw-prozessingenieur-gigafactory-berlin-m-w-d-62864,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62864.0,2020-06-17,,
233,https://www.tesla.com/de_DE/careers/search/job/process-engineer-prozessingenieur-rotor-stator-m-w-d-gigafactory-berlin-64619,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64619.0,2020-06-17,,
230,https://www.tesla.com/de_DE/careers/search/job/controls-engineer-ingenieur-automatisierungstechnik-fahrzeugendmontage-m-w-d-gigafactory-berlin-64443,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64443.0,2020-06-12,,
229,https://www.tesla.com/de_DE/careers/search/job/process-engineer-prozessingenieur-fahrzeugendmontage-m-w-d-gigafactory-berlin-64441,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64441.0,2020-06-12,,
226,https://www.tesla.com/de_DE/careers/search/job/sicherheitsingenieur-fachkraft-fr-arbeitssicherheit-m-w-d-gigafactory-berlin-64152,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",64152.0,2020-06-11,,
222,https://www.tesla.com/de_DE/careers/search/job/molten-metal-process-engineer-castings-schmelzprozess-druckgu-gigafactory-berlin-m-w-d-63836,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63836.0,2020-06-09,,
221,https://www.tesla.com/de_DE/careers/search/job/equipment-engineer-castings-konstrukteur-planer-druckgieanlage-gigafactory-berlin-m-w-d-63835,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63835.0,2020-06-09,,
227,https://www.tesla.com/de_DE/careers/search/job/security-engineer-intrusion-detection-m-w-d-gigafactory-berlin-64162,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",64162.0,2020-06-08,,
225,https://www.tesla.com/de_DE/careers/search/job/controls-automation-engineer-plc-programmer-biw-gigafactory-berlin-m-w-d-64055,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64055.0,2020-06-08,,
228,https://www.tesla.com/de_DE/careers/search/job/meister-prozesstechnik-montage-supervisor-general-assembly-engineering-tech-m-w-d-gigafactory-berlin-64201,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",64201.0,2020-06-08,,
223,https://www.tesla.com/de_DE/careers/search/job/meister-techniker-end-of-line-nacharbeit-in-der-fahrzeug-montage-supervisor-general-assembly-end-of-line-repair-m-w-d-gigafactory-berlin-brandenburg-63928,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63928.0,2020-06-02,,
224,https://www.tesla.com/de_DE/careers/search/job/kfz-mechatroniker-mechaniker-end-of-line-nacharbeit-in-der-fahrzeug-montage-technician-general-assembly-end-of-line-repair-m-w-d-gigafactory-berlin-brandenburg-63929,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63929.0,2020-06-02,,
220,https://www.tesla.com/de_DE/careers/search/job/dimensional-engineer-body-shop-gigafactory-berlin-m-w-d-63777,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63777.0,2020-05-29,,
219,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-instandhaltung-supervisor-maintenance-general-assembly-m-w-d-gigafactory-berlin-brandenburg-63774,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63774.0,2020-05-28,,
216,https://www.tesla.com/de_DE/careers/search/job/instandhalter-fahrzeugendmontage-m-w-d-gigafactory-berlin-brandenburg-63146,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63146.0,2020-05-08,,
214,https://www.tesla.com/de_DE/careers/search/job/senior-manager-intralogistics-m-w-d-gigafactory-berlin-brandenburg-63055,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",63055.0,2020-05-05,,
207,https://www.tesla.com/de_DE/careers/search/job/associate-manager-paint-production-gigafactory-berlin-m-w-d-62593,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62593.0,2020-04-24,,
212,https://www.tesla.com/de_DE/careers/search/job/equipment-engineer-paint-maschinenbauingenieur-gigafactory-berlin-m-w-d-62831,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62831.0,2020-04-22,,
210,https://www.tesla.com/de_DE/careers/search/job/controls-engineer-castings-gigafactory-berlin-m-w-d-62658,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62658.0,2020-04-21,,
205,https://www.tesla.com/de_DE/careers/search/job/site-reliability-engineer-w-m-d-gigafactory-berlin-62312,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",62312.0,2020-03-28,,
206,https://www.tesla.com/de_DE/careers/search/job/manager-of-maintenance-general-assembly-leitung-der-instandhaltung-in-der-fahrzeugmontage-m-w-d-gigafactory-berlin-62537,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62537.0,2020-03-25,,
190,https://www.tesla.com/de_DE/careers/search/job/hr-employee-advisor-w-m-d-gigafactory-berlin-60079,HR,"Grünheide (Gigafactory Berlin), Brandenburg",60079.0,2020-03-18,,
191,https://www.tesla.com/de_DE/careers/search/job/manager-material-flow-engineering-m-w-d-gigafactory-berlin-60427,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",60427.0,2020-03-17,,
201,https://www.tesla.com/de_DE/careers/search/job/produktionsmitarbeiter-m-w-d-gigafactory-berlin-brandenburg-60866,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",60866.0,2020-03-03,,
189,https://www.tesla.com/de_DE/careers/search/job/hr-operations-specialist-w-m-d-gigafactory-berlin-60077,HR,"Grünheide (Gigafactory Berlin), Brandenburg",60077.0,2020-02-21,,
