,link,category,location,id,date,countdates,counts
0,https://www.tesla.com/de_DE/careers/search/job/security-shiftlead-m-w-d-gigafactory-berlin-brandenburg-82844,None,"Grünheide (Gigafactory Berlin), Brandenburg",82844.0,2021-02-03,2021-01-28,12.0
110,https://www.tesla.com/de_DE/careers/search/job/electrical-design-engineering-lead-m-f-d-gigafactory-berlin-brandenburg-83001,None,"Grünheide (Gigafactory Berlin), Brandenburg",83001.0,2021-02-03,2020-12-04,1.0
73,https://www.tesla.com/de_DE/careers/search/job/senior-controls-engineer-die-casting-m-w-d-gigafactory-berlin-83231,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",83231.0,2021-02-03,2020-12-03,1.0
32,https://www.tesla.com/de_DE/careers/search/job/kraftfahrer-fr-automobiltransporte-m-w-d-gigafactory-berlin-brandenburg-83251,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",83251.0,2021-02-03,2021-01-12,3.0
4,https://www.tesla.com/de_DE/careers/search/job/security-operations-centre-soc-operator-mitarbeiter-in-leitstelle-m-w-d-gigafactory-berlin-83129,None,"Grünheide (Gigafactory Berlin), Brandenburg",83129.0,2021-02-03,2020-12-16,8.0
298,https://www.tesla.com/de_DE/careers/search/job/planungsingenieur-elektrotechnik-electrical-design-engineer-m-f-d-gigafactory-berlin-brandenburg-72701,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",72701.0,2021-02-03,,
21,https://www.tesla.com/de_DE/careers/search/job/cad-design-engineer-castings-cad-konstrukteur-gigafactory-berlin-m-w-d-81224,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",81224.0,2021-02-02,2021-01-13,4.0
192,https://www.tesla.com/de_DE/careers/search/job/construction-quality-control-supervisor-electrical-m-w-d-gigafactory-berlin-60756,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",60756.0,2021-02-02,,
75,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-schichtleiterin-plastik-lackiererei-supervisor-plastics-paint-m-w-d-gigafactory-berlin-brandenburg-82672,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82672.0,2021-02-01,2021-01-15,1.0
117,https://www.tesla.com/de_DE/careers/search/job/instandhalter-elektriker-facilities-maintenance-m-w-d-gigafactory-berlin-brandenburg-83021,None,"Grünheide (Gigafactory Berlin), Brandenburg",83021.0,2021-02-01,2020-11-23,1.0
71,https://www.tesla.com/de_DE/careers/search/job/instandhalter-fr-lagerverwaltung-facilities-operations-m-w-d-gigafactory-berlin-brandenburg-83020,None,"Grünheide (Gigafactory Berlin), Brandenburg",83020.0,2021-02-01,2020-04-21,1.0
132,https://www.tesla.com/de_DE/careers/search/job/coordinator-sachbearbeiter-facilities-operations-m-w-d-gigafactory-berlin-79008,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",79008.0,2021-02-01,,
159,https://www.tesla.com/de_DE/careers/search/job/powder-equipment-development-engineer-m-w-d-cell-engineering-gigafactory-berlin-brandenburg-67705,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",67705.0,2021-01-29,,
302,https://www.tesla.com/de_DE/careers/search/job/test-equipment-engineer-cell-engineering-m-w-d-gigafactory-berlin-brandenburg-70962,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",70962.0,2021-01-29,,
33,https://www.tesla.com/de_DE/careers/search/job/senior-architect-integrated-planning-lead-m-w-d-gigafactory-berlin-79496,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",79496.0,2021-01-28,2020-11-20,3.0
208,https://www.tesla.com/de_DE/careers/search/job/hvac-cooling-and-chemical-design-lead-m-w-d-gigafactory-berlin-brandenburg-62618,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",62618.0,2021-01-28,,
203,https://www.tesla.com/de_DE/careers/search/job/senior-cost-control-specialist-w-m-d-gigafactory-berlin-brandenburg-67745,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",67745.0,2021-01-28,,
301,https://www.tesla.com/de_DE/careers/search/job/manager-maintenance-castings-leitung-instandhaltung-im-bereich-druckgu-gigafactory-berlin-m-w-d-69700,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",69700.0,2021-01-28,,
36,https://www.tesla.com/de_DE/careers/search/job/leiter-projektsteuerung-project-controls-manager-m-f-d-gigafactory-berlin-brandenburg-81353,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",81353.0,2021-01-28,2020-09-22,3.0
183,https://www.tesla.com/de_DE/careers/search/job/polier-construction-superintendent-m-w-d-gigafactory-berlin-55511,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",55511.0,2021-01-28,,
261,https://www.tesla.com/de_DE/careers/search/job/bauleitung-infrastruktur-site-manager-civil-infrastructure-m-f-d-gigafactory-berlin-brandenburg-76659,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",76659.0,2021-01-28,,
276,https://www.tesla.com/de_DE/careers/search/job/bauleiter-site-manager-construction-m-f-d-gigafactory-berlin-66449,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",66449.0,2021-01-28,,
167,https://www.tesla.com/de_DE/careers/search/job/inbetriebnahme-elektrotechnik-electrical-supervisor-testing-and-commissioning-m-w-d-gigafactory-berlin-70362,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",70362.0,2021-01-28,,
63,https://www.tesla.com/de_DE/careers/search/job/ingenieur-fr-energiemanagement-utilities-and-energy-engineer-m-w-d-gigafactory-berlin-brandenburg-81548,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",81548.0,2021-01-28,2020-09-24,2.0
122,https://www.tesla.com/de_DE/careers/search/job/senior-p6-scheduler-construction-m-f-d-gigafactory-berlin-brandenburg-81546,None,"Grünheide (Gigafactory Berlin), Brandenburg",81546.0,2021-01-28,,
58,https://www.tesla.com/de_DE/careers/search/job/planungsingenieur-tga-senior-mechanical-design-engineer-m-f-d-gigafactory-berlin-brandenburg-78894,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",78894.0,2021-01-28,2020-06-17,2.0
5,https://www.tesla.com/de_DE/careers/search/job/technical-program-management-internship-packaging-engineering-m-w-d-gigafactory-berlin-brandenburg-82658,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82658.0,2021-01-27,2020-10-12,8.0
254,https://www.tesla.com/de_DE/careers/search/job/technical-program-manager-cell-engineering-can-stamping-gigafactory-berlin-m-w-d-67696,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",67696.0,2021-01-27,,
307,https://www.tesla.com/de_DE/careers/search/job/technical-program-manager-cell-engineering-mixing-gigafactory-berlin-m-w-d-67698,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",67698.0,2021-01-27,,
173,https://www.tesla.com/de_DE/careers/search/job/senior-counsel-compliance-gigafactory-berlin-m-w-d-71397,Legal & Government Affairs,"Grünheide (Gigafactory Berlin), Brandenburg",71397.0,2021-01-27,,
99,https://www.tesla.com/de_DE/careers/search/job/manufacturing-process-engineer-body-shop-gigafactory-berlin-m-w-d-82521,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82521.0,2021-01-26,2020-07-24,1.0
111,https://www.tesla.com/de_DE/careers/search/job/werkstattmeister-facilities-operations-m-w-d-gigafactory-berlin-80042,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",80042.0,2021-01-25,2020-10-05,1.0
140,https://www.tesla.com/de_DE/careers/search/job/associate-manager-material-cell-and-chemical-laboratories-m-w-d-gigafactory-berlin-71507,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",71507.0,2021-01-25,,
19,https://www.tesla.com/de_DE/careers/search/job/production-engineering-manager-cell-m-w-d-gigafactory-berlin-brandenburg-82389,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82389.0,2021-01-25,2020-08-27,4.0
112,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-druckguss-plasma-und-entgraten-m-w-d-gigafactory-berlin-brandenburg-82336,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82336.0,2021-01-23,2020-08-04,1.0
323,https://www.tesla.com/de_DE/careers/search/job/can-stamping-process-engineer-cell-engineering-m-w-d-gigafactory-berlin-brandenburg-67691,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",67691.0,2021-01-22,,
136,https://www.tesla.com/de_DE/careers/search/job/junior-systems-engineer-facilities-projects-m-w-d-gigafactory-berlin-brandenburg-82072,None,"Grünheide (Gigafactory Berlin), Brandenburg",82072.0,2021-01-22,,
135,https://www.tesla.com/de_DE/careers/search/job/techniker-instandhaltung-core-test-m-w-d-gigafactory-berlin-brandenburg-82270,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82270.0,2021-01-22,,
64,https://www.tesla.com/de_DE/careers/search/job/paint-engineering-internship-m-w-d-gigafactory-berlin-brandenburg-82256,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82256.0,2021-01-22,2020-10-06,2.0
123,https://www.tesla.com/de_DE/careers/search/job/associate-production-engineering-manager-cell-m-w-d-gigafactory-berlin-brandenburg-82276,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82276.0,2021-01-22,,
44,https://www.tesla.com/de_DE/careers/search/job/construction-compliance-internship-m-w-d-gigafactory-berlin-brandenburg-82277,Legal & Government Affairs,"Grünheide (Gigafactory Berlin), Brandenburg",82277.0,2021-01-22,2020-07-22,3.0
105,https://www.tesla.com/de_DE/careers/search/job/instandhalterin-karosseriebau-w-m-d-gigafactory-berlin-brandenburg-82071,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",82071.0,2021-01-21,2021-01-23,1.0
120,https://www.tesla.com/de_DE/careers/search/job/mechanical-engineer-facilities-projects-m-w-d-gigafactory-berlin-brandenburg-81969,None,"Grünheide (Gigafactory Berlin), Brandenburg",81969.0,2021-01-20,,
57,https://www.tesla.com/de_DE/careers/search/job/electrical-engineer-facilities-projects-and-rd-m-w-d-gigafactory-berlin-brandenburg-81966,None,"Grünheide (Gigafactory Berlin), Brandenburg",81966.0,2021-01-20,2020-10-09,2.0
56,https://www.tesla.com/de_DE/careers/search/job/spezialistin-presswerk-w-m-d-gigafactory-berlin-brandenburg-81974,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",81974.0,2021-01-20,2020-12-10,2.0
81,https://www.tesla.com/de_DE/careers/search/job/produkt-techniker-musterbau-und-neuprodukteinfhrung-karosseriebau-m-w-d-gigafactory-berlin-brandenburg-81981,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",81981.0,2021-01-20,2020-08-09,1.0
59,https://www.tesla.com/de_DE/careers/search/job/manager-manufacturing-engineering-can-stamping-m-w-d-gigafactory-berlin-81997,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",81997.0,2021-01-20,2020-10-23,2.0
37,https://www.tesla.com/de_DE/careers/search/job/senior-leader-emea-logistics-m-w-d-gigafactory-berlin-brandenburg-81964,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",81964.0,2021-01-20,2020-11-04,3.0
31,https://www.tesla.com/de_DE/careers/search/job/mechanical-designer-m-f-d-gigafactory-berlin-brandenburg-81550,None,"Grünheide (Gigafactory Berlin), Brandenburg",81550.0,2021-01-18,2020-12-07,3.0
129,https://www.tesla.com/de_DE/careers/search/job/staff-controls-engineer-staff-softwareentwickler-automatisierungstechnik-cell-controls-engineering-m-w-d-gigafactory-berlin-78690,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",78690.0,2021-01-18,,
38,https://www.tesla.com/de_DE/careers/search/job/data-center-engineer-m-w-d-gigafactory-berlin-81545,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",81545.0,2021-01-18,2020-12-18,3.0
211,https://www.tesla.com/de_DE/careers/search/job/manager-drive-unit-operations-produktionsleitung-drive-unit-m-w-d-gigafactory-berlin-62661,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62661.0,2021-01-15,,
242,https://www.tesla.com/de_DE/careers/search/job/3d-messtechniker-bediener-m-w-d-gigafactory-berlin-brandenburg-76651,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",76651.0,2021-01-14,,
46,https://www.tesla.com/de_DE/careers/search/job/process-engineer-plastic-paint-gigafactory-berlin-m-w-d-81474,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",81474.0,2021-01-14,2020-06-02,2.0
107,https://www.tesla.com/de_DE/careers/search/job/environmental-engineer-m-w-d-gigafactory-berlin-brandenburg-81378,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",81378.0,2021-01-14,2021-01-26,1.0
77,https://www.tesla.com/de_DE/careers/search/job/staff-mechanical-engineerm-w-d-autopilot-and-infotainment-gigafactory-berlin-brandenburg-80896,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",80896.0,2021-01-14,2020-10-07,1.0
11,https://www.tesla.com/de_DE/careers/search/job/associate-manager-paint-plastics-gigafactory-berlin-m-w-d-81475,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",81475.0,2021-01-14,2021-02-03,6.0
176,https://www.tesla.com/de_DE/careers/search/job/3d-messtechniker-programmierer-m-w-d-gigafactory-berlin-brandenburg-76649,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",76649.0,2021-01-14,,
70,https://www.tesla.com/de_DE/careers/search/job/schichtleiter-meister-fr-qualittsinspektion-montage-zerstrende-prfung-im-karosseriebau-lackiererei-gieerei-batteriemodule-m-w-d-gigafactory-berlin-brandenburg-79598,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",79598.0,2021-01-14,2020-12-29,2.0
67,https://www.tesla.com/de_DE/careers/search/job/senior-process-engineer-facilities-m-w-d-gigafactory-berlin-brandenburg-81236,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",81236.0,2021-01-13,2021-01-29,2.0
217,https://www.tesla.com/de_DE/careers/search/job/senior-controls-engineer-senior-softwareentwickler-automatisierungstechnik-m-w-d-gigafactory-berlin-63226,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",63226.0,2021-01-13,,
92,https://www.tesla.com/de_DE/careers/search/job/construction-cost-specialist-m-w-d-gigafactory-berlin-brandenburg-81373,Finance,"Grünheide (Gigafactory Berlin), Brandenburg",81373.0,2021-01-13,2020-09-18,1.0
76,https://www.tesla.com/de_DE/careers/search/job/unterweiser-mechanik-technician-in-der-fahrzeugendmontage-m-w-d-gigafactory-berlin-brandenburg-81044,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",81044.0,2021-01-13,2020-11-07,1.0
72,https://www.tesla.com/de_DE/careers/search/job/construction-project-management-internship-m-w-d-gigafactory-berlin-brandenburg-81250,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",81250.0,2021-01-12,2020-10-14,1.0
102,https://www.tesla.com/de_DE/careers/search/job/lead-global-supply-manager-construction-procurement-m-w-d-gigafactory-berlin-77850,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",77850.0,2021-01-12,2020-03-03,1.0
13,https://www.tesla.com/de_DE/careers/search/job/supplier-master-data-manager-m-w-d-gigafactory-berlin-brandenburg-81227,Finance,"Grünheide (Gigafactory Berlin), Brandenburg",81227.0,2021-01-12,2021-01-20,6.0
62,https://www.tesla.com/de_DE/careers/search/job/automation-engineer-general-assembly-m-w-d-gigafactory-berlin-81133,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",81133.0,2021-01-11,2020-10-20,2.0
113,https://www.tesla.com/de_DE/careers/search/job/master-scheduler-m-w-d-gigafactory-berlin-brandenburg-80840,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",80840.0,2021-01-08,2020-09-02,1.0
308,https://www.tesla.com/de_DE/careers/search/job/technical-training-lead-manufacturing-m-w-d-gigafactory-berlin-75198,HR,"Grünheide (Gigafactory Berlin), Brandenburg",75198.0,2021-01-08,,
47,https://www.tesla.com/de_DE/careers/search/job/supervisor-access-control-m-w-d-gigafactory-berlin-80730,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",80730.0,2021-01-07,2021-02-02,2.0
60,https://www.tesla.com/de_DE/careers/search/job/senior-ergonomist-and-human-factors-engineer-m-w-d-gigafactory-berlin-brandenburg-80803,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",80803.0,2021-01-07,2020-08-20,2.0
42,https://www.tesla.com/de_DE/careers/search/job/junior-environmental-engineer-junior-umweltingenieur-m-w-d-gigafactory-berlin-brandenburg-80806,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",80806.0,2021-01-07,2020-11-27,3.0
8,https://www.tesla.com/de_DE/careers/search/job/betriebsarzt-werksarzt-m-w-d-gigafactory-berlin-brandenburg-80732,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",80732.0,2021-01-07,2021-01-14,7.0
119,https://www.tesla.com/de_DE/careers/search/job/document-controller-construction-sachbearbeitung-informations-und-dokumentenmanagement-bau-m-f-d-gigafactory-berlin-brandenburg-80644,Facilities,"Grünheide (Gigafactory Berlin), Brandenburg",80644.0,2021-01-06,,
126,https://www.tesla.com/de_DE/careers/search/job/associate-manager-of-maintenance-cell-m-w-d-gigafactory-berlin-brandenburg-80719,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",80719.0,2021-01-06,,
69,https://www.tesla.com/de_DE/careers/search/job/packaging-planning-managerm-w-d-gigafactory-berlin-brandenburg-79360,Engineering & Information Technology,"Grünheide (Gigafactory Berlin), Brandenburg",79360.0,2021-01-05,2020-06-09,2.0
91,https://www.tesla.com/de_DE/careers/search/job/industriemechaniker-mechatroniker-bereich-logistik-m-w-d-gigafactory-berlin-brandenburg-80550,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",80550.0,2021-01-05,2020-05-28,1.0
209,https://www.tesla.com/de_DE/careers/search/job/casting-process-tooling-engineer-technologist-aluminium-druckgu-gigafactory-berlin-m-w-d-62655,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",62655.0,2020-12-30,,
124,https://www.tesla.com/de_DE/careers/search/job/production-planner-m-w-d-gigafactory-berlin-brandenburg-80012,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",80012.0,2020-12-29,,
18,https://www.tesla.com/de_DE/careers/search/job/community-relations-partner-m-w-d-gigafactory-berlin-brandenburg-79887,HR,"Grünheide (Gigafactory Berlin), Brandenburg",79887.0,2020-12-29,2020-12-02,4.0
2,https://www.tesla.com/de_DE/careers/search/job/supplier-industrialization-engineer-pcba-m-w-d-gigafactory-berlin-brandenburg-80031,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",80031.0,2020-12-23,2020-12-11,10.0
50,https://www.tesla.com/de_DE/careers/search/job/supplier-industrialization-engineer-top-level-assembly-m-w-d-gigafactory-berlin-brandenburg-80030,Supply Chain,"Grünheide (Gigafactory Berlin), Brandenburg",80030.0,2020-12-23,2020-07-20,2.0
22,https://www.tesla.com/de_DE/careers/search/job/qualittsprfer-montage-m-w-d-gigafactory-berlin-brandenburg-79588,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",79588.0,2020-12-22,2020-11-24,4.0
103,https://www.tesla.com/de_DE/careers/search/job/teamleiter-gruppensprecher-anlagenfhrer-lackiererei-m-w-d-gigafactory-berlin-brandenburg-79871,Manufacturing,"Grünheide (Gigafactory Berlin), Brandenburg",79871.0,2020-12-22,2020-12-09,1.0
